COURSEID,TITLE,SESSION,DAY,START_TIME,END_TIME,LOCATION,INSTRUCTOR
CHE-550A,"Seminars in Chemical Engineering",048,H,TBA,TBA,OFFICE,"Noah Malmstadt"
CHE-550B,"Seminars in Chemical Engineering",048,T,16:00,17:20,SLH,"Noah Malmstadt"
CHE-586,"Process Data Analytics and Machine Learning",048,F,13:00,15:50,ZHS,"Joe Qin"
HRM-500,"Human Resource Strategy",988,W,18:30,19:30,ONLINE,"Robert Ostrov"
HRM-505,"Organizational Culture and Employee Outcomes",981,T,17:30,18:30,ONLINE,"Ella Washington"
HRM-505,"Organizational Culture and Employee Outcomes",981,H,18:30,19:30,ONLINE,"Lindsay Barnett"
HRM-505,"Organizational Culture and Employee Outcomes",988,H,17:30,18:30,ONLINE,"Wanda Cumberlander"
HRM-510,"Leadership in Human Resources",988,W,17:30,18:30,ONLINE,"Marcelline Babicz"
HRM-510,"Leadership in Human Resources",981,T,17:30,18:30,ONLINE,"Keith Earley"
HRM-510,"Leadership in Human Resources",981,W,17:30,18:30,ONLINE,"Robin Elledge"
HRM-510,"Leadership in Human Resources",988,H,17:30,18:30,ONLINE,"Keith Earley"
HRM-515,"Organization Design",981,H,17:30,18:30,ONLINE,"Michael McGrath"
HRM-520,"Talent Management",988,W,17:30,18:30,ONLINE,"Jamie Jacobs"
HRM-520,"Talent Management",988,H,18:30,19:30,ONLINE,"Tomoaki Hayashi"
HRM-525,"Total Rewards",981,H,17:30,18:30,ONLINE,"George Ho Jr "
HRM-525,"Total Rewards",981,W,17:30,18:30,ONLINE,"Caryn Angelson"
HRM-525,"Total Rewards",988,W,18:30,19:30,ONLINE,"Robert Adamik"
HRM-530,"Learning and Development",988,W,18:30,19:30,ONLINE,"Nicole Johnson"
HRM-530,"Learning and Development",981,W,18:30,19:30,ONLINE,"Carlos Adame"
HRM-535,"Employee Relations",981,H,18:30,19:30,ONLINE,"Uzma Burki"
HRM-540,"Human Resources Analytics",988,T,17:30,18:30,ONLINE,"Ella Washington"
HRM-540,"Human Resources Analytics",988,H,18:30,19:30,ONLINE,"Uzma Burki"
HRM-545,"Management of Diverse and Global Human Resources",988,W,18:30,19:30,ONLINE,"Robert Turner"
HRM-545,"Management of Diverse and Global Human Resources",981,H,17:30,18:30,ONLINE,"Robert Ostrov"
HRM-550,"Change Management and Organization Development",988,H,18:30,19:30,ONLINE,"Timothy Pescatello"
HRM-550,"Change Management and Organization Development",981,T,17:30,18:30,ONLINE,"Susan Berg"
HRM-555,"Anticipating the Future of Human Resources",981,W,18:30,19:30,ONLINE,"Claudia Kropf"
ITP-101,"Introduction to Business Information Technologies",001,M,16:00,16:50,WPH,"Tom Sloper"
ITP-101,"Introduction to Business Information Technologies",001,W,16:00,16:50,WPH,"Tom Sloper"
ITP-101,"Introduction to Business Information Technologies",001,F,14:00,14:50,KAP,"Tom Sloper"
ITP-104,"Web Publishing",001,M,17:00,19:50,VKC,"Lance Winkel"
ITP-104,"Web Publishing",001,T,11:00,12:20,VKC,"Zune Nguyen"
ITP-104,"Web Publishing",001,H,11:00,12:20,VKC,"Zune Nguyen"
ITP-109,"Introduction to Java Programming",001,M,10:00,11:50,VKC,"Kendra Walther"
ITP-109,"Introduction to Java Programming",001,W,10:00,11:50,VKC,"Kendra Walther"
ITP-115,"Programming in Python",001,M,15:30,16:50,KAP,"Barrett Koster"
ITP-115,"Programming in Python",001,W,15:30,16:50,KAP,"Barrett Koster"
ITP-115,"Programming in Python",001,T,12:30,13:50,KAP,"Robert Parke"
ITP-115,"Programming in Python",001,H,12:30,13:50,KAP,"Robert Parke"
ITP-125,"From Hackers to CEOs: Introduction to Information Security",001,M,19:30,20:50,OHE,"John Furay"
ITP-125,"From Hackers to CEOs: Introduction to Information Security",001,W,10:30,11:50,OHE,"Joseph Greenfield"
ITP-125,"From Hackers to CEOs: Introduction to Information Security",001,H,19:30,20:50,OHE,"Stefan McGregor"
ITP-165,"Introduction to C++ Programming",001,M,17:00,18:20,GFS,"Barrett Koster"
ITP-165,"Introduction to C++ Programming",001,W,17:00,18:20,GFS,"Barrett Koster"
ITP-168,"Introduction to MATLAB",001,T,12:30,13:50,VKC,"Raymond Kim"
ITP-168,"Introduction to MATLAB",001,H,12:30,13:50,VKC,"Raymond Kim"
ITP-190,"Tools for Digital Graphics",001,M,17:00,18:20,SAL,"Lance Winkel"
ITP-211,"Power-Tools for Visual Communication",001,M,15:30,16:50,SAL,"Larry Jordan"
ITP-211,"Power-Tools for Visual Communication",001,W,15:30,16:50,SAL,"Larry Jordan"
ITP-215,"3-D Modeling, Animation, and Special Effects",001,T,10:00,11:50,KAP,"Lance Winkel"
ITP-215,"3-D Modeling, Animation, and Special Effects",001,H,10:00,11:50,KAP,"Lance Winkel"
ITP-230,"Video Game Quality Assurance",001,M,10:00,11:50,KAP,"Tom Sloper"
ITP-230,"Video Game Quality Assurance",001,W,10:00,11:50,KAP,"Tom Sloper"
ITP-250,"Database Systems for Analytics",001,H,17:00,19:50,THH,"Eric Coe"
ITP-250,"Database Systems for Analytics",001,T,15:30,18:20,VKC,"Calvin Nguyen"
ITP-250,"Database Systems for Analytics",001,M,17:00,19:50,THH,"Nazam Nageer"
ITP-256,Blockchain,001,H,17:00,20:50,GFS,"Chaz Hales"
ITP-280,"Video Game Production",001,W,18:00,20:50,GFS,"Tom Sloper"
ITP-280,"Video Game Production",001,F,13:00,14:50,GFS,"Tom Sloper"
ITP-300,"Database Web Development",001,T,12:30,13:50,THH,"Zune Nguyen"
ITP-300,"Database Web Development",001,H,12:30,13:50,THH,"Zune Nguyen"
ITP-301,"Interactive Web Development",001,T,16:00,17:50,KAP,"Zune Nguyen"
ITP-301,"Interactive Web Development",001,H,16:00,17:50,KAP,"Zune Nguyen"
ITP-302,"Advanced Web Publishing",001,M,17:00,18:20,GFS,"Nayeon Kim"
ITP-302,"Advanced Web Publishing",001,W,17:00,18:20,GFS,"Nayeon Kim"
ITP-303,"Full-Stack Web Development",001,M,14:00,15:50,LVL,"Nayeon Kim"
ITP-303,"Full-Stack Web Development",001,W,14:00,15:50,LVL,"Nayeon Kim"
ITP-305,"Advanced 3D Modeling, Animation, and Special Effects",001,T,12:00,13:50,LVL,"Lance Winkel"
ITP-305,"Advanced 3D Modeling, Animation, and Special Effects",001,H,12:00,13:50,LVL,"Lance Winkel"
ITP-308,"Computer-Aided Design for Bio-Mechanical Systems",001,M,17:00,19:50,KAP,"Raymond Kim"
ITP-310,"Design for User Experience",001,T,09:30,10:50,RTH,"Chris Swain"
ITP-310,"Design for User Experience",001,H,09:30,10:50,RTH,"Chris Swain"
ITP-320,"Enterprise Information Systems",001,M,12:00,13:50,ZHS,"Bhargav Oza"
ITP-320,"Enterprise Information Systems",001,W,12:00,13:50,ZHS,"Bhargav Oza"
ITP-322,"Using GIS Technology for Social Impact",001,T,17:00,18:50,KAP,"Shirin Salemnia"
ITP-325,"Ethical Hacking and Systems Defense",001,W,18:00,20:50,OHE,"Caesar Sedek"
ITP-341,"App Development for Phones and Tablets",001,T,16:00,17:50,KAP,"Robert Parke"
ITP-341,"App Development for Phones and Tablets",001,H,16:00,17:50,KAP,"Robert Parke"
ITP-342,"Mobile Application Development",001,M,18:00,19:50,KAP,"Bennett Lee"
ITP-342,"Mobile Application Development",001,W,18:00,19:50,KAP,"Bennett Lee"
ITP-344,"Advanced Topics in Mobile App Development",001,H,18:00,20:50,OHE,"Spartak Buniatyan"
ITP-350,"Technologies and Practices for Analytics",001,T,17:00,20:50,VPD,"Timothy Li"
ITP-350,"Technologies and Practices for Analytics",001,M,16:00,17:50,THH,"Nitin Kale"
ITP-350,"Technologies and Practices for Analytics",001,W,16:00,17:50,THH,"Nitin Kale"
ITP-365,"Managing Data in C++",001,T,10:00,11:50,"SOS B","Nathan Greenfield"
ITP-365,"Managing Data in C++",001,H,10:00,11:50,"SOS B","Nathan Greenfield"
ITP-368,"Programming Graphical User Interfaces",001,M,12:00,13:50,GFS,"Kendra Walther"
ITP-368,"Programming Graphical User Interfaces",001,W,12:00,13:50,GFS,"Kendra Walther"
ITP-368,"Programming Graphical User Interfaces",001,T,14:00,15:50,OHE,"Kendra Walther"
ITP-368,"Programming Graphical User Interfaces",001,H,14:00,15:50,OHE,"Kendra Walther"
ITP-370,"Information Security Management",001,T,17:00,19:50,GFS,"John Redmon"
ITP-375,"Digital Forensics",001,T,09:00,10:20,OHE,"Howard Williamson"
ITP-375,"Digital Forensics",001,H,09:00,10:20,OHE,"Howard Williamson"
ITP-380,"Video Game Programming",001,T,17:00,18:50,OHE,"Sanjay Madhav"
ITP-380,"Video Game Programming",001,H,17:00,18:50,OHE,"Sanjay Madhav"
ITP-382,"Mobile Game Programming",001,W,19:00,21:50,OHE,"Michael Sheehan"
ITP-383,"Database Systems: Concepts, Design and Implementation",001,M,10:00,11:50,GFS,"Nitin Kale"
ITP-383,"Database Systems: Concepts, Design and Implementation",001,W,10:00,11:50,GFS,"Nitin Kale"
ITP-383,"Database Systems: Concepts, Design and Implementation",001,F,10:30,11:50,SAL,"Nitin Kale"
ITP-393,"Video Game Design Documents",001,M,15:00,15:50,WPH,"Tom Sloper"
ITP-393,"Video Game Design Documents",001,W,15:00,15:50,WPH,"Tom Sloper"
ITP-405,"Professional Applications and Frameworks in Web Development",001,T,18:00,20:50,KDC,"David Tang"
ITP-410,"Social Media for Scientists and Engineers",001,M,14:00,14:50,KDC,"Sarah Mojarad"
ITP-410,"Social Media for Scientists and Engineers",001,W,14:00,14:50,KDC,"Sarah Mojarad"
ITP-411,"Multimedia and Video Production",001,M,10:00,11:50,OHE,"Larry Jordan"
ITP-411,"Multimedia and Video Production",001,W,10:00,11:50,OHE,"Larry Jordan"
ITP-415,"3-D Design and Prototyping",001,T,14:00,15:20,KAP,"Lance Winkel"
ITP-415,"3-D Design and Prototyping",001,H,14:00,15:20,KAP,"Lance Winkel"
ITP-422,"Configuring Enterprise Resource Planning Systems",001,M,17:00,19:50,KAP,"Bhargav Oza"
ITP-435,"Professional C++",001,M,14:00,15:20,KAP,"Sanjay Madhav"
ITP-435,"Professional C++",001,W,14:00,15:20,KAP,"Sanjay Madhav"
ITP-439,"Compiler Development",001,M,17:00,18:20,KAP,"Sanjay Madhav"
ITP-439,"Compiler Development",001,W,17:00,18:20,KAP,"Sanjay Madhav"
ITP-442,"Mobile App Project",001,M,17:00,18:50,KAP,"Trina Gregory"
ITP-442,"Mobile App Project",001,W,17:00,18:50,KAP,"Trina Gregory"
ITP-447,"Mobile Device Security and Forensics",001,M,18:00,20:50,OHE,"Pierson Clair"
ITP-449,"Data Mining: Descriptive and Predictive",001,M,14:00,15:50,MHPBB,"Arpi Mardirossian"
ITP-449,"Data Mining: Descriptive and Predictive",001,W,14:00,15:50,MHPBB,"Arpi Mardirossian"
ITP-454,"Enterprise Resource Planning, Design, and Implementation",001,H,17:00,19:50,KAP,"Richard Vawter"
ITP-460,"Web Application Project",001,W,17:00,20:50,KAP,"Bo Wang"
ITP-466,"Building the High Tech Startup",001,M,12:00,13:50,LVL,"Arpi Mardirossian"
ITP-466,"Building the High Tech Startup",001,W,12:00,13:50,LVL,"Arpi Mardirossian"
ITP-475,"Advanced Digital Forensics",001,T,15:00,16:50,OHE,"Joseph Greenfield"
ITP-475,"Advanced Digital Forensics",001,H,15:00,16:50,OHE,"Joseph Greenfield"
ITP-476,"Technologies for Interactive Marketing",001,M,14:00,15:50,VPD,"P J Leimgruber"
ITP-476,"Technologies for Interactive Marketing",001,W,14:00,15:50,VPD,"P J Leimgruber"
ITP-479,"Cyber Law and Privacy",001,H,17:30,20:20,KDC,"Benny Forer"
ITP-485,"Programming Game Engines",001,M,10:00,11:50,KAP,"Matthew Whiting"
ITP-485,"Programming Game Engines",001,W,10:00,11:50,KAP,"Matthew Whiting"
ITP-487,"Data Warehouses",001,M,14:00,16:50,VKC,"Mike Lee"
ITP-489,"In-Memory Database Systems for Real Time Analytics",001,T,14:00,15:20,KAP,"Richard Vawter"
ITP-489,"In-Memory Database Systems for Real Time Analytics",001,H,14:00,15:20,KAP,"Richard Vawter"
ITP-496,"The Startup Launchpad Lab",001,W,19:00,20:50,GFS,"Arpi Mardirossian"
ITP-499,"Special Topics",001,T,14:00,15:50,GFS,"Raymond Kim"
ITP-499,"Special Topics",001,M,12:00,13:50,VHE,"Eric Chung"
ITP-499,"Special Topics",001,W,12:00,13:50,VHE,"Eric Chung"
ITP-499,"Special Topics",001,H,10:00,11:50,OHE,"Matthew Whiting"
MUHL-351,"Western Art Music History II",001,T,10:00,11:50,"TMC G","Joanna Demers"
MUHL-351,"Western Art Music History II",001,H,10:00,11:50,"TMC G","Joanna Demers"
MUHL-550,"Music and the Holocaust",001,T,12:00,13:50,MUSB,"Nick Strimple"
MUHL-570,"Research Materials and Techniques",001,T,12:00,13:50,KDC,"Bruce Brown"
MUHL-574,"Music of the Renaissance",001,W,12:00,13:50,MUS,"Rotem Gilbert"
MUHL-576,"Music of the Classical Period",001,W,12:00,13:50,BMH,"Bruce Brown"
MUHL-577,"Music of the 19th Century",001,H,12:00,13:50,BMH,"Leah Morrison"
MUHL-588,"Special Studies in Music Since 1900",001,M,12:00,13:50,"TMC G","Lisa Vest"
MUHL-588,"Special Studies in Music Since 1900",001,W,17:00,18:50,MUS,"Sean Nye"
MUHL-588,"Special Studies in Music Since 1900",001,H,14:00,15:50,"TMC G","Tim Page"
MUHL-589,"Seminar in Renaissance Repertories and Performance Practice",001,T,10:00,11:50,UGW,"Rotem Gilbert"
MUHL-681,"Studies in Musicology",001,T,17:00,19:50,MUS,"Adam Gilbert"
IDSN-510,"Integrative Practices Residential",075,M,09:00,17:00,OFFICE,"Davina Wolter"
IDSN-510,"Integrative Practices Residential",075,H,09:00,17:00,OFFICE,"Davina Wolter"
IDSN-510,"Integrative Practices Residential",075,F,09:00,17:00,OFFICE,"Davina Wolter"
IDSN-510,"Integrative Practices Residential",075,S,09:00,17:00,OFFICE,"Davina Wolter"
IDSN-510,"Integrative Practices Residential",075,U,09:00,17:00,OFFICE,"Davina Wolter"
IDSN-515,"Professional Practices Residential",549,M,09:00,17:00,OFFICE,"Matthew Manos"
IDSN-515,"Professional Practices Residential",549,H,09:00,17:00,OFFICE,"Matthew Manos"
IDSN-515,"Professional Practices Residential",549,F,09:00,17:00,OFFICE,"Matthew Manos"
IDSN-515,"Professional Practices Residential",549,S,09:00,17:00,OFFICE,"Matthew Manos"
IDSN-515,"Professional Practices Residential",549,U,09:00,17:00,OFFICE,"Matthew Manos"
IDSN-515,"Professional Practices Residential",551,M,09:00,17:00,OFFICE,"Sue-Tze Tan"
IDSN-515,"Professional Practices Residential",551,H,09:00,17:00,OFFICE,"Sue-Tze Tan"
IDSN-515,"Professional Practices Residential",551,F,09:00,17:00,OFFICE,"Sue-Tze Tan"
IDSN-515,"Professional Practices Residential",551,S,09:00,17:00,OFFICE,"Sue-Tze Tan"
IDSN-515,"Professional Practices Residential",551,U,09:00,17:00,OFFICE,"Sue-Tze Tan"
IDSN-520,"Design Essentials",068,T,18:00,19:20,ONLINE,"Estevan Benson"
IDSN-520,"Design Essentials",068,W,19:30,20:50,ONLINE,"Chris Swain"
IDSN-525,"Business Essentials",068,W,19:30,20:50,ONLINE,"Steve Barth"
IDSN-525,"Business Essentials",068,H,19:30,20:50,ONLINE,"Joshua Alexander"
IDSN-530,"Technology Essentials",068,T,17:30,18:50,ONLINE,"Brian Boctor"
IDSN-530,"Technology Essentials",068,M,19:30,20:50,ONLINE,"David Tang"
IDSN-540,"Processes and Perspectives",068,T,17:30,19:20,ONLINE,"Michael Crowley"
IDSN-540,"Processes and Perspectives",068,W,17:30,19:20,ONLINE,"Davina Wolter"
IDSN-545,"Integrative Project",068,W,19:30,20:50,ONLINE,"Grant Delgatty"
IDSN-545,"Integrative Project",068,H,19:30,20:50,ONLINE,"Chris Swain"
IDSN-550,"Opportunity and Uncertainty",068,T,19:30,21:20,ONLINE,"Jay Clewis"
IDSN-550,"Opportunity and Uncertainty",068,W,17:30,19:20,ONLINE,"Jay Clewis"
IDSN-560,"Narrative and Storytelling",068,T,17:30,19:20,ONLINE,"Larry Jordan"
IDSN-560,"Narrative and Storytelling",068,H,17:30,19:20,ONLINE,"Michael Crowley"
IDSN-570,"Decisions and Solutions",068,T,17:30,19:20,ONLINE,"Davina Wolter"
IDSN-570,"Decisions and Solutions",068,W,17:30,19:20,ONLINE,"Wade Cleveland"
IDSN-585,Capstone,068,W,17:30,19:20,ONLINE,"Stephen Child"
EE-109,"Introduction to Embedded Systems",001,T,11:00,12:20,"SOS B","Mark Redekopp"
EE-109,"Introduction to Embedded Systems",001,H,11:00,12:20,"SOS B","Mark Redekopp"
EE-109,"Introduction to Embedded Systems",001,F,11:00,12:20,VHE,"Allan Weber"
EE-109,"Introduction to Embedded Systems",001,W,14:00,15:20,VHE,"Allan Weber"
EE-155,"Introduction to Computer Programming for Electrical Engineers",001,M,09:00,10:50,RTH,"Sandeep Gupta"
EE-155,"Introduction to Computer Programming for Electrical Engineers",001,W,09:00,10:50,RTH,"Sandeep Gupta"
EE-155,"Introduction to Computer Programming for Electrical Engineers",001,T,17:00,19:00,EEB,"Sandeep Gupta"
EE-202,"Linear Circuits",001,T,14:00,15:50,OHE,"Edward Maby"
EE-202,"Linear Circuits",001,H,14:00,15:50,OHE,"Edward Maby"
EE-202,"Linear Circuits",001,M,18:00,19:50,OHE,"Edward Maby"
EE-250,"Distributed Systems for the Internet of Things",001,M,16:00,17:50,ZHS,"Shahin Nazarian"
EE-250,"Distributed Systems for the Internet of Things",001,W,16:00,17:50,ZHS,"Shahin Nazarian"
EE-250,"Distributed Systems for the Internet of Things",001,T,16:00,17:50,VHE,"Shahin Nazarian"
EE-250,"Distributed Systems for the Internet of Things",001,H,16:00,17:50,VHE,"Shahin Nazarian"
EE-301,"Linear Systems",001,T,09:30,10:50,VKC,"Fariba Ariaei"
EE-301,"Linear Systems",001,H,09:30,10:50,VKC,"Fariba Ariaei"
EE-301,"Linear Systems",001,W,18:00,19:50,OHE,"Fariba Ariaei"
EE-322,"Introduction to Digital Audio",001,F,10:00,12:50,RTH,"Chris Kyriakakis"
EE-326,"Essentials of Electrical Engineering",001,M,17:00,18:20,GFS,"Douglas Burke"
EE-326,"Essentials of Electrical Engineering",001,W,17:00,18:20,GFS,"Douglas Burke"
EE-326,"Essentials of Electrical Engineering",001,H,18:00,19:50,OHE,"Douglas Burke"
EE-330,"Electromagnetics I",001,T,14:00,15:20,GFS,"Gianluca Lazzi"
EE-330,"Electromagnetics I",001,H,14:00,15:20,GFS,"Gianluca Lazzi"
EE-330,"Electromagnetics I",001,M,14:00,15:20,"SOS B","Mahta Moghaddam"
EE-330,"Electromagnetics I",001,W,14:00,15:20,"SOS B","Mahta Moghaddam"
EE-330,"Electromagnetics I",001,F,11:00,11:50,VHE,"Mahta Moghaddam"
EE-338,"Physical Electronics",001,H,10:00,10:50,VHE,"Stephen Cronin"
EE-338,"Physical Electronics",001,T,19:00,19:50,KAP,"Stephen Cronin"
EE-348,"Electronic Circuits",001,W,10:00,11:50,WPH,"Dina El-Damak"
EE-348,"Electronic Circuits",001,F,10:00,11:50,WPH,"Dina El-Damak"
EE-348,"Electronic Circuits",001,M,10:00,11:50,VHE,"Dina El-Damak"
EE-354,"Introduction to Digital Circuits",001,W,17:00,19:50,OHE,"Gandhi Puvvada"
EE-354,"Introduction to Digital Circuits",001,T,17:00,19:50,OHE,"Gandhi Puvvada"
EE-354,"Introduction to Digital Circuits",001,H,18:00,20:50,OHE,"Gandhi Puvvada"
EE-354,"Introduction to Digital Circuits",001,M,18:00,20:50,OHE,"Gandhi Puvvada"
EE-355,"Software Design for Electrical Engineers",001,W,19:00,21:00,TBA,"Shahin Nazarian"
EE-355,"Software Design for Electrical Engineers",001,M,18:30,20:30,ZHS,"Shahin Nazarian"
EE-364,"Introduction to Probability and Statistics for Electrical Engineering and Computer Science",001,T,12:30,13:50,VHE,"Rahul Jain"
EE-364,"Introduction to Probability and Statistics for Electrical Engineering and Computer Science",001,H,12:30,13:50,VHE,"Rahul Jain"
EE-364,"Introduction to Probability and Statistics for Electrical Engineering and Computer Science",001,M,18:00,18:50,VHE,"Rahul Jain"
EE-434,"Digital Signal Processing Design Laboratory",001,M,15:30,16:50,"EEB B","Panayiotis Georgiou"
EE-434,"Digital Signal Processing Design Laboratory",001,F,15:00,16:50,"EEB B","Panayiotis Georgiou"
EE-434,"Digital Signal Processing Design Laboratory",001,W,15:30,16:50,"EEB B","Panayiotis Georgiou"
EE-436,"Introduction to Condensed Matter Physics",001,W,10:00,11:50,KAP,"Vitaly Kresin"
EE-436,"Introduction to Condensed Matter Physics",001,F,10:00,11:50,KAP,"Vitaly Kresin"
EE-438,"Processing for Microelectronics",001,M,18:30,19:50,KAP,"Kian Kaviani"
EE-438,"Processing for Microelectronics",001,W,09:00,11:50,KAP,"Kian Kaviani"
EE-438,"Processing for Microelectronics",001,T,18:30,21:20,KAP,"Kian Kaviani"
EE-438,"Processing for Microelectronics",001,H,12:30,15:20,KAP,"Kian Kaviani"
EE-443,"Introduction to Power Systems",001,H,17:00,19:50,KAP,"Mohammed Beshir"
EE-445,"Introduction to Robotics",001,M,18:30,21:20,VHE,"Heather Culbertson"
EE-445,"Introduction to Robotics",001,W,18:30,21:20,VHE,"Heather Culbertson"
EE-448,"Communication Electronics",001,M,10:00,11:50,OHE,"Hossein Hashemi"
EE-448,"Communication Electronics",001,W,10:00,11:50,OHE,"Hossein Hashemi"
EE-448,"Communication Electronics",001,F,10:00,11:50,OHE,"Hossein Hashemi"
EE-450,"Introduction to Computer Networks",014,T,07:30,08:50,DEN@Viterbi,"Ali Zahid"
EE-450,"Introduction to Computer Networks",014,H,07:30,08:50,DEN@Viterbi,"Ali Zahid"
EE-450,"Introduction to Computer Networks",014,M,18:00,18:50,DEN@Viterbi,"Ali Zahid"
EE-450,"Introduction to Computer Networks",001,T,07:30,08:50,OHE,"Ali Zahid"
EE-450,"Introduction to Computer Networks",001,H,07:30,08:50,OHE,"Ali Zahid"
EE-450,"Introduction to Computer Networks",001,W,17:00,17:50,VHE,"Ali Zahid"
EE-450,"Introduction to Computer Networks",001,F,14:00,14:50,OHE,"Ali Zahid"
EE-451,"Parallel and Distributed Computation",001,T,15:30,16:50,GFS,"Xuehai Qian"
EE-451,"Parallel and Distributed Computation",001,H,15:30,16:50,GFS,"Xuehai Qian"
EE-451,"Parallel and Distributed Computation",001,F,15:30,16:50,SLH,"Xuehai Qian"
EE-455,"Introduction to Programming Systems Design",001,T,09:30,10:50,SGM,"Claire Bono"
EE-455,"Introduction to Programming Systems Design",001,H,15:00,16:50,SAL,"Claire Bono"
EE-455,"Introduction to Programming Systems Design",001,F,14:00,15:50,SAL,"Claire Bono"
EE-455,"Introduction to Programming Systems Design",014,T,09:30,10:50,DEN@Viterbi,"Claire Bono"
EE-455,"Introduction to Programming Systems Design",014,H,09:30,10:50,DEN@Viterbi,"Claire Bono"
EE-457,"Computer Systems Organization",014,T,17:00,18:50,DEN@Viterbi,"Gandhi Puvvada"
EE-457,"Computer Systems Organization",014,H,17:00,18:50,DEN@Viterbi,"Gandhi Puvvada"
EE-457,"Computer Systems Organization",014,F,12:00,12:50,DEN@Viterbi,"Gandhi Puvvada"
EE-457,"Computer Systems Organization",001,T,17:00,18:50,OHE,"Gandhi Puvvada"
EE-457,"Computer Systems Organization",001,H,15:30,16:20,ZHS,"Gandhi Puvvada"
EE-457,"Computer Systems Organization",001,F,12:00,12:50,OHE,"Gandhi Puvvada"
